ID_CLIENTE,IDADE,RENDA_MENSAL,SCORE_CREDITO,TEMPO_RESIDENCIA,DIVIDA_ATUAL,HISTORICO_INADIMPLENCIA,EMPREGO,ESTADO_CIVIL,TEMPO_EMPREGO,VALOR_SOLICITADO,APROVADO
1535,53,1000.0,896,12,399.68,NÃO,CLT,SOLTEIRO,13,275575.0,REPROVADO
1536,53,8850.31,225,37,426.18,SIM,CLT,CASADO,2,165665.0,APROVADO
1537,43,1000.0,279,19,537.33,SIM,AUTÔNOMO,CASADO,3,114309.0,REPROVADO
1538,60,20000.0,604,23,475.24,NÃO,CLT,CASADO,34,230079.0,APROVADO
1539,44,10641.01,485,40,835.7,NÃO,CLT,SOLTEIRO,27,79837.0,REPROVADO
1540,22,17464.73,902,6,82.23,NÃO,CLT,CASADO,1,160831.0,APROVADO
1541,37,1000.0,235,22,3559.26,NÃO,AUTÔNOMO,SOLTEIRO,37,136824.0,REPROVADO
1542,28,1000.0,677,23,2755.94,NÃO,CLT,CASADO,3,170156.0,APROVADO
1543,79,16502.19,808,28,2724.28,NÃO,DESEMPREGADO,SOLTEIRO,11,144683.0,REPROVADO
1544,27,20000.0,359,4,2114.26,NÃO,CLT,CASADO,33,166244.0,REPROVADO
1545,57,1000.0,335,34,1079.77,SIM,CLT,CASADO,36,265300.0,REPROVADO
1546,55,17609.82,609,0,249.88,SIM,AUTÔNOMO,CASADO,40,256818.0,REPROVADO
1547,23,1000.0,879,35,50.75,NÃO,CLT,SOLTEIRO,29,193791.0,APROVADO
1548,25,20000.0,762,17,104.61,NÃO,CLT,SOLTEIRO,20,60159.0,REPROVADO
1549,40,1000.0,192,5,391.55,NÃO,DESEMPREGADO,SOLTEIRO,27,54972.0,REPROVADO
1550,64,14870.75,783,22,700.94,NÃO,CLT,CASADO,4,27199.0,REPROVADO
1551,43,5312.36,452,9,4998.67,SIM,CLT,SOLTEIRO,32,38152.0,REPROVADO
1552,63,20000.0,988,6,571.71,SIM,CLT,SOLTEIRO,33,187297.0,APROVADO
1553,60,6598.26,510,7,743.7,NÃO,CLT,DIVORCIADO,31,205554.0,REPROVADO
1554,29,1000.0,796,12,1187.96,NÃO,CLT,SOLTEIRO,26,164170.0,REPROVADO
1555,43,14790.77,765,29,199.35,NÃO,CLT,CASADO,2,215263.0,REPROVADO
1556,30,14345.43,435,17,2700.48,NÃO,AUTÔNOMO,SOLTEIRO,39,187460.0,REPROVADO
1557,57,1000.0,778,13,752.97,NÃO,CLT,CASADO,3,58420.0,REPROVADO
1558,79,1000.0,666,10,323.32,NÃO,DESEMPREGADO,SOLTEIRO,35,34422.0,REPROVADO
1559,35,1000.0,448,37,2735.05,NÃO,AUTÔNOMO,CASADO,35,127978.0,REPROVADO
1560,42,19630.86,282,12,982.03,SIM,AUTÔNOMO,CASADO,40,282689.0,REPROVADO
1561,50,1000.0,992,32,661.05,SIM,CLT,DIVORCIADO,2,228624.0,REPROVADO
1562,64,1000.0,972,12,867.87,NÃO,CLT,SOLTEIRO,0,83537.0,REPROVADO
1563,57,20000.0,722,24,1379.53,NÃO,CLT,CASADO,38,228422.0,REPROVADO
1564,77,1000.0,763,23,167.87,NÃO,CLT,SOLTEIRO,39,267026.0,REPROVADO
1565,60,20000.0,528,28,2001.23,SIM,CLT,CASADO,38,186145.0,APROVADO
1566,29,1000.0,449,35,3206.62,NÃO,DESEMPREGADO,SOLTEIRO,26,211733.0,REPROVADO
1567,61,1000.0,426,5,837.02,NÃO,CLT,CASADO,2,228526.0,REPROVADO
1568,53,1000.0,330,17,1146.56,SIM,AUTÔNOMO,SOLTEIRO,35,160276.0,REPROVADO
1569,65,20000.0,868,27,1964.92,SIM,CLT,CASADO,36,152520.0,APROVADO
1570,21,1000.0,669,4,469.7,SIM,CLT,CASADO,29,47600.0,REPROVADO
1571,22,1000.0,768,17,4938.1,SIM,CLT,CASADO,0,97201.0,APROVADO
1572,73,1000.0,539,36,1141.0,NÃO,CLT,SOLTEIRO,9,84684.0,APROVADO
1573,54,1000.0,759,6,551.65,SIM,AUTÔNOMO,SOLTEIRO,2,256302.0,APROVADO
1574,25,1000.0,913,8,1131.15,NÃO,DESEMPREGADO,CASADO,37,8039.0,REPROVADO
1575,80,2824.63,319,34,737.48,NÃO,CLT,SOLTEIRO,2,289873.0,REPROVADO
1576,59,18099.23,726,11,118.38,NÃO,AUTÔNOMO,SOLTEIRO,36,200093.0,REPROVADO
1577,66,1000.0,200,39,1588.98,NÃO,CLT,CASADO,33,299359.0,REPROVADO
1578,45,2505.84,446,38,830.97,NÃO,CLT,CASADO,19,214954.0,APROVADO
1579,48,1000.0,558,23,1588.88,SIM,CLT,CASADO,10,104038.0,REPROVADO
1580,75,1000.0,583,8,168.31,NÃO,AUTÔNOMO,CASADO,18,176507.0,REPROVADO
1581,26,1000.0,782,11,772.96,SIM,CLT,CASADO,26,73399.0,APROVADO
1582,71,1000.0,987,35,1455.11,NÃO,CLT,SOLTEIRO,23,199746.0,REPROVADO
1583,68,3692.88,608,36,4448.56,NÃO,CLT,CASADO,5,13009.0,APROVADO
1584,46,1000.0,208,8,2157.6,NÃO,DESEMPREGADO,SOLTEIRO,0,268695.0,REPROVADO
1585,31,1000.0,299,38,1997.67,NÃO,AUTÔNOMO,CASADO,18,195590.0,APROVADO
1586,57,6028.2,626,21,284.3,NÃO,CLT,CASADO,9,181900.0,APROVADO
1587,58,20000.0,694,16,1820.06,SIM,DESEMPREGADO,CASADO,31,216371.0,REPROVADO
1588,39,1000.0,223,32,185.46,NÃO,CLT,CASADO,36,85090.0,APROVADO
1589,28,1000.0,477,23,220.78,NÃO,CLT,CASADO,35,168785.0,APROVADO
1590,40,1000.0,444,14,116.66,NÃO,CLT,CASADO,1,247552.0,REPROVADO
1591,18,1000.0,827,28,1949.09,NÃO,CLT,SOLTEIRO,36,176868.0,APROVADO
1592,63,1000.0,910,31,114.57,SIM,CLT,CASADO,13,27478.0,REPROVADO
1593,54,11028.73,323,32,148.63,NÃO,CLT,CASADO,12,218461.0,REPROVADO
1594,38,20000.0,688,28,282.21,NÃO,DESEMPREGADO,SOLTEIRO,16,138242.0,REPROVADO
1595,43,1000.0,586,14,850.18,NÃO,CLT,DIVORCIADO,26,14842.0,APROVADO
1596,63,1000.0,676,26,2121.77,SIM,CLT,DIVORCIADO,28,209636.0,REPROVADO
1597,53,9067.33,787,33,541.68,NÃO,CLT,SOLTEIRO,12,150554.0,REPROVADO
1598,71,20000.0,776,3,790.29,NÃO,CLT,CASADO,24,151493.0,REPROVADO
1599,40,1000.0,836,17,182.11,NÃO,DESEMPREGADO,SOLTEIRO,23,25535.0,APROVADO
1600,74,1000.0,874,20,309.17,SIM,CLT,CASADO,35,148114.0,REPROVADO
1601,18,1000.0,402,7,143.78,NÃO,AUTÔNOMO,CASADO,22,216179.0,REPROVADO
1602,80,11627.56,539,5,527.5,NÃO,CLT,CASADO,25,243173.0,REPROVADO
1603,71,1000.0,208,19,892.42,NÃO,CLT,SOLTEIRO,35,130645.0,REPROVADO
1604,72,20000.0,308,1,334.1,NÃO,CLT,CASADO,5,166359.0,APROVADO
1605,68,1000.0,491,21,1870.78,NÃO,CLT,CASADO,15,144075.0,REPROVADO
1606,57,8836.17,474,20,3975.94,NÃO,CLT,CASADO,9,217623.0,REPROVADO
1607,32,1073.07,416,5,128.01,NÃO,CLT,CASADO,38,75783.0,APROVADO
1608,38,20000.0,696,31,18.02,NÃO,CLT,CASADO,26,38672.0,APROVADO
1609,64,10190.0,690,5,1559.59,NÃO,DESEMPREGADO,CASADO,1,206648.0,APROVADO
1610,26,20000.0,401,12,211.51,SIM,DESEMPREGADO,DIVORCIADO,9,237739.0,REPROVADO
1611,70,4172.58,545,0,435.64,NÃO,CLT,SOLTEIRO,7,39056.0,REPROVADO
1612,26,1000.0,890,21,501.26,NÃO,CLT,SOLTEIRO,8,153767.0,REPROVADO
1613,27,1236.15,676,23,2484.1,NÃO,CLT,CASADO,12,202357.0,APROVADO
1614,69,1000.0,510,40,1075.4,NÃO,CLT,CASADO,7,67776.0,REPROVADO
1615,74,12633.91,852,29,41.46,NÃO,DESEMPREGADO,CASADO,26,14362.0,REPROVADO
1616,70,1000.0,412,21,14.92,SIM,CLT,SOLTEIRO,20,38652.0,REPROVADO
1617,43,4249.37,829,11,222.6,NÃO,CLT,CASADO,40,10443.0,REPROVADO
1618,58,19104.89,949,25,382.98,SIM,CLT,CASADO,33,98421.0,REPROVADO
1619,52,20000.0,752,3,662.66,NÃO,AUTÔNOMO,CASADO,28,63505.0,REPROVADO
1620,80,5257.36,380,18,1819.17,NÃO,CLT,CASADO,29,203063.0,APROVADO
1621,69,19225.0,689,15,378.07,NÃO,AUTÔNOMO,CASADO,15,139855.0,REPROVADO
1622,42,16838.5,684,11,472.47,NÃO,CLT,CASADO,0,70599.0,REPROVADO
1623,43,1000.0,426,32,399.49,SIM,DESEMPREGADO,SOLTEIRO,28,236805.0,REPROVADO
1624,28,20000.0,211,20,9.01,NÃO,DESEMPREGADO,CASADO,29,292182.0,APROVADO
1625,55,1000.0,811,35,3105.58,NÃO,AUTÔNOMO,CASADO,21,192420.0,APROVADO
1626,19,3819.98,516,8,149.66,SIM,CLT,SOLTEIRO,14,56697.0,APROVADO
1627,24,20000.0,734,38,339.21,NÃO,CLT,CASADO,19,205007.0,APROVADO
1628,35,20000.0,316,7,138.46,NÃO,DESEMPREGADO,CASADO,37,244836.0,REPROVADO
1629,44,2286.42,554,19,674.41,NÃO,AUTÔNOMO,CASADO,22,64702.0,REPROVADO
1630,51,20000.0,233,9,2690.69,NÃO,CLT,CASADO,30,243491.0,APROVADO
1631,44,1000.0,708,31,106.14,NÃO,CLT,CASADO,16,34102.0,REPROVADO
1632,34,1000.0,317,27,581.42,NÃO,CLT,CASADO,34,198500.0,REPROVADO
1633,60,1000.0,792,9,22.63,NÃO,CLT,SOLTEIRO,1,176577.0,REPROVADO
1634,76,16478.35,319,7,1473.59,NÃO,CLT,CASADO,30,189743.0,REPROVADO
1635,61,18585.25,718,32,1025.06,NÃO,CLT,SOLTEIRO,25,115209.0,APROVADO
1636,76,1000.0,510,12,1202.97,NÃO,CLT,SOLTEIRO,30,140889.0,APROVADO
1637,68,7362.27,375,34,639.3,NÃO,CLT,SOLTEIRO,7,18545.0,REPROVADO
1638,71,20000.0,811,28,2381.99,NÃO,DESEMPREGADO,SOLTEIRO,15,203450.0,REPROVADO
1639,41,20000.0,987,4,526.88,SIM,AUTÔNOMO,CASADO,11,23338.0,APROVADO
1640,42,1000.0,537,2,721.72,NÃO,CLT,CASADO,18,228077.0,REPROVADO
1641,24,20000.0,670,36,1188.39,NÃO,DESEMPREGADO,SOLTEIRO,12,150939.0,REPROVADO
1642,69,1000.0,864,40,735.14,SIM,AUTÔNOMO,SOLTEIRO,0,231249.0,APROVADO
1643,23,1000.0,776,5,209.9,NÃO,CLT,SOLTEIRO,12,268820.0,REPROVADO
1644,70,1591.74,900,15,381.36,NÃO,CLT,CASADO,3,271868.0,REPROVADO
1645,41,20000.0,550,34,96.84,NÃO,CLT,SOLTEIRO,30,288582.0,APROVADO
1646,50,20000.0,476,17,566.71,SIM,AUTÔNOMO,SOLTEIRO,7,26618.0,REPROVADO
1647,66,9545.08,371,10,940.05,SIM,CLT,CASADO,26,146244.0,REPROVADO
1648,46,1000.0,640,22,126.16,NÃO,CLT,CASADO,7,228096.0,REPROVADO
1649,80,11729.48,286,10,995.84,NÃO,DESEMPREGADO,SOLTEIRO,23,186651.0,REPROVADO
1650,60,1000.0,752,28,2233.73,SIM,CLT,SOLTEIRO,21,227991.0,APROVADO
1651,39,1000.0,503,26,412.07,NÃO,CLT,CASADO,39,271786.0,REPROVADO
1652,43,20000.0,735,8,251.07,NÃO,AUTÔNOMO,CASADO,28,77140.0,REPROVADO
1653,45,1000.0,210,34,2234.98,NÃO,CLT,SOLTEIRO,8,216208.0,APROVADO
1654,67,20000.0,885,8,1177.48,NÃO,CLT,DIVORCIADO,16,236843.0,APROVADO
1655,38,1000.0,994,17,111.37,NÃO,DESEMPREGADO,SOLTEIRO,0,250773.0,APROVADO
1656,66,20000.0,765,20,524.44,NÃO,CLT,CASADO,31,138034.0,REPROVADO
1657,24,1000.0,686,35,1121.13,NÃO,CLT,SOLTEIRO,19,43422.0,REPROVADO
1658,34,1000.0,592,0,854.22,NÃO,CLT,DIVORCIADO,0,230456.0,REPROVADO
1659,37,1000.0,313,26,963.77,NÃO,CLT,SOLTEIRO,24,10599.0,APROVADO
1660,58,1000.0,802,39,837.33,NÃO,CLT,CASADO,40,73591.0,REPROVADO
1661,66,1000.0,308,37,1599.79,NÃO,CLT,SOLTEIRO,26,292232.0,REPROVADO
1662,37,1000.0,779,28,386.29,SIM,CLT,SOLTEIRO,22,118871.0,REPROVADO
1663,71,1000.0,882,39,1232.59,NÃO,AUTÔNOMO,CASADO,17,161209.0,APROVADO
1664,39,1000.0,900,18,4719.4,NÃO,CLT,DIVORCIADO,30,113746.0,REPROVADO
1665,45,8660.32,666,23,494.23,NÃO,CLT,DIVORCIADO,27,13193.0,REPROVADO
1666,80,1000.0,891,0,1565.65,NÃO,CLT,CASADO,20,111127.0,REPROVADO
1667,78,7990.63,292,35,282.51,NÃO,CLT,CASADO,11,103383.0,APROVADO
1668,57,1000.0,522,22,331.14,NÃO,DESEMPREGADO,DIVORCIADO,36,127275.0,REPROVADO
1669,66,16297.03,976,12,2731.28,SIM,CLT,SOLTEIRO,23,103016.0,REPROVADO
1670,24,13886.79,648,29,26.28,NÃO,CLT,SOLTEIRO,38,161825.0,REPROVADO
1671,18,1000.0,319,36,245.17,NÃO,CLT,SOLTEIRO,32,29838.0,REPROVADO
1672,49,12660.76,942,10,659.56,NÃO,CLT,CASADO,16,234016.0,REPROVADO
1673,30,1000.0,323,6,513.91,SIM,CLT,DIVORCIADO,32,137787.0,REPROVADO
1674,47,1000.0,346,34,992.01,NÃO,CLT,CASADO,15,72889.0,APROVADO
1675,40,20000.0,614,10,214.09,NÃO,AUTÔNOMO,CASADO,26,9551.0,APROVADO
1676,68,1000.0,624,39,73.16,SIM,AUTÔNOMO,CASADO,40,251073.0,APROVADO
1677,76,19877.37,578,20,460.98,NÃO,AUTÔNOMO,DIVORCIADO,27,288420.0,REPROVADO
1678,73,8480.86,507,2,743.08,NÃO,AUTÔNOMO,CASADO,35,12874.0,APROVADO
1679,36,1000.0,859,29,825.54,NÃO,CLT,CASADO,6,26539.0,APROVADO
1680,79,1000.0,694,23,920.03,NÃO,AUTÔNOMO,SOLTEIRO,33,240598.0,REPROVADO
1681,49,20000.0,379,37,795.54,NÃO,CLT,CASADO,0,244772.0,APROVADO
1682,47,1000.0,801,2,282.03,NÃO,CLT,SOLTEIRO,3,271574.0,APROVADO
1683,46,14691.91,600,36,1446.26,NÃO,CLT,SOLTEIRO,25,293779.0,APROVADO
1684,66,1000.0,241,32,91.87,NÃO,CLT,SOLTEIRO,19,101055.0,REPROVADO
1685,62,1000.0,750,21,221.09,NÃO,CLT,CASADO,12,276283.0,APROVADO
1686,46,5856.35,635,30,1344.68,NÃO,CLT,CASADO,34,227244.0,APROVADO
1687,47,2531.47,801,11,328.12,NÃO,DESEMPREGADO,CASADO,9,96239.0,REPROVADO
1688,33,1000.0,633,13,680.18,NÃO,AUTÔNOMO,SOLTEIRO,7,258609.0,APROVADO
1689,57,1000.0,571,11,396.3,SIM,CLT,DIVORCIADO,17,239534.0,REPROVADO
1690,36,10541.72,952,26,707.21,NÃO,CLT,CASADO,16,265262.0,REPROVADO
1691,35,11956.88,563,12,425.65,NÃO,CLT,SOLTEIRO,4,100798.0,REPROVADO
1692,18,2867.19,755,23,5151.28,SIM,CLT,SOLTEIRO,29,261685.0,REPROVADO
1693,31,14419.36,564,37,442.35,NÃO,CLT,DIVORCIADO,30,240452.0,REPROVADO
1694,68,1000.0,578,8,986.31,NÃO,AUTÔNOMO,DIVORCIADO,38,27437.0,REPROVADO
1695,64,20000.0,838,7,2192.33,NÃO,CLT,CASADO,23,136942.0,APROVADO
1696,67,20000.0,863,36,1015.93,NÃO,CLT,CASADO,16,105083.0,REPROVADO
1697,19,17249.62,993,14,834.38,SIM,DESEMPREGADO,DIVORCIADO,33,5892.0,APROVADO
1698,71,1000.0,668,6,842.18,NÃO,CLT,CASADO,34,127794.0,APROVADO
1699,45,14120.99,593,23,686.09,SIM,CLT,DIVORCIADO,14,185009.0,APROVADO
1700,66,1000.0,782,15,1648.08,NÃO,CLT,CASADO,10,87073.0,APROVADO
1701,67,1000.0,657,23,51.74,NÃO,CLT,DIVORCIADO,33,25305.0,REPROVADO
1702,47,1000.0,921,6,2163.95,SIM,AUTÔNOMO,CASADO,7,241872.0,REPROVADO
1703,55,1000.0,786,27,882.6,SIM,CLT,CASADO,14,172179.0,REPROVADO
1704,68,12136.57,694,1,1889.64,SIM,CLT,SOLTEIRO,35,299292.0,APROVADO
1705,80,20000.0,272,33,10.45,NÃO,CLT,CASADO,36,256481.0,APROVADO
1706,21,18521.4,508,37,2034.67,NÃO,AUTÔNOMO,CASADO,22,156793.0,REPROVADO
1707,18,20000.0,256,2,127.99,NÃO,CLT,CASADO,38,116193.0,APROVADO
1708,25,1000.0,603,0,1277.33,NÃO,CLT,CASADO,25,63893.0,REPROVADO
1709,46,1000.0,642,30,538.75,NÃO,DESEMPREGADO,SOLTEIRO,33,92704.0,REPROVADO
1710,72,1000.0,935,22,1142.79,NÃO,AUTÔNOMO,DIVORCIADO,10,282050.0,REPROVADO
1711,56,20000.0,387,19,989.37,NÃO,AUTÔNOMO,CASADO,11,55877.0,REPROVADO
1712,20,1000.0,448,15,178.41,NÃO,CLT,SOLTEIRO,7,40278.0,REPROVADO
1713,49,5790.51,878,31,722.81,NÃO,CLT,SOLTEIRO,7,186608.0,APROVADO
1714,27,14674.34,487,16,324.66,SIM,DESEMPREGADO,CASADO,40,38762.0,REPROVADO
1715,27,1000.0,469,17,821.97,NÃO,CLT,CASADO,4,20491.0,REPROVADO
1716,36,1000.0,489,3,1339.42,NÃO,CLT,SOLTEIRO,9,158267.0,REPROVADO
1717,63,20000.0,318,34,84.75,NÃO,CLT,SOLTEIRO,2,190076.0,REPROVADO
1718,51,1000.0,687,39,725.18,NÃO,CLT,DIVORCIADO,36,218331.0,REPROVADO
1719,77,1000.0,627,35,961.37,NÃO,CLT,DIVORCIADO,21,32909.0,REPROVADO
1720,50,1000.0,881,22,350.08,NÃO,CLT,SOLTEIRO,24,180388.0,REPROVADO
1721,40,1000.0,481,14,3057.68,NÃO,CLT,SOLTEIRO,3,15855.0,APROVADO
1722,72,5335.38,396,12,734.6,NÃO,CLT,SOLTEIRO,36,60472.0,REPROVADO
1723,45,1000.0,483,13,201.53,NÃO,CLT,CASADO,7,176096.0,REPROVADO
1724,49,1000.0,876,13,114.05,NÃO,CLT,SOLTEIRO,29,152426.0,REPROVADO
1725,67,20000.0,218,36,780.14,SIM,CLT,SOLTEIRO,8,247111.0,REPROVADO
1726,24,1000.0,368,4,470.39,NÃO,CLT,SOLTEIRO,14,279616.0,REPROVADO
1727,46,6188.24,230,21,213.87,NÃO,CLT,DIVORCIADO,0,255561.0,REPROVADO
1728,25,1000.0,659,27,31.18,SIM,CLT,CASADO,12,96896.0,REPROVADO
1729,18,20000.0,381,3,836.09,NÃO,CLT,CASADO,3,206061.0,REPROVADO
1730,74,1000.0,533,37,912.8,NÃO,CLT,CASADO,15,8216.0,REPROVADO
1731,72,3493.93,938,28,152.92,SIM,CLT,CASADO,0,65220.0,REPROVADO
1732,20,20000.0,926,36,920.65,NÃO,DESEMPREGADO,CASADO,13,241510.0,REPROVADO
1733,41,7601.13,815,34,3035.99,SIM,CLT,SOLTEIRO,26,105500.0,REPROVADO
1734,40,7102.05,467,19,3830.24,SIM,AUTÔNOMO,CASADO,25,96492.0,REPROVADO
1735,76,1000.0,544,34,2193.67,NÃO,CLT,CASADO,31,90554.0,REPROVADO
1736,80,15613.38,718,34,1645.47,NÃO,CLT,CASADO,39,256866.0,REPROVADO
1737,78,3111.79,275,19,234.92,NÃO,CLT,SOLTEIRO,1,120365.0,REPROVADO
1738,25,12831.84,506,1,170.12,NÃO,CLT,SOLTEIRO,15,56703.0,APROVADO
1739,71,5664.44,882,17,588.69,SIM,CLT,DIVORCIADO,27,249387.0,REPROVADO
1740,74,1000.0,526,29,966.62,NÃO,CLT,CASADO,25,231266.0,REPROVADO
1741,64,19887.04,334,28,1901.65,NÃO,AUTÔNOMO,CASADO,10,40957.0,APROVADO
1742,54,5962.73,504,38,263.92,NÃO,CLT,CASADO,22,239598.0,REPROVADO
1743,20,1000.0,414,21,653.25,NÃO,CLT,SOLTEIRO,29,17770.0,APROVADO
1744,68,20000.0,612,28,1042.54,NÃO,CLT,SOLTEIRO,30,219072.0,REPROVADO
1745,50,1000.0,243,9,589.86,NÃO,CLT,CASADO,1,292108.0,REPROVADO
1746,45,20000.0,257,19,605.49,NÃO,CLT,CASADO,19,291479.0,APROVADO
1747,64,20000.0,808,15,255.04,NÃO,CLT,CASADO,28,256544.0,REPROVADO
1748,25,1000.0,523,5,4317.06,NÃO,CLT,SOLTEIRO,9,133050.0,APROVADO
1749,51,1000.0,266,16,644.73,NÃO,DESEMPREGADO,SOLTEIRO,17,288889.0,APROVADO
1750,52,1000.0,728,5,760.87,NÃO,CLT,SOLTEIRO,30,61066.0,REPROVADO
1751,49,1000.0,344,21,246.62,NÃO,CLT,SOLTEIRO,3,72586.0,REPROVADO
1752,41,20000.0,261,17,721.83,NÃO,CLT,SOLTEIRO,26,27201.0,REPROVADO
1753,31,1000.0,690,31,294.84,NÃO,CLT,SOLTEIRO,17,112624.0,REPROVADO
1754,49,1000.0,636,27,226.07,NÃO,AUTÔNOMO,SOLTEIRO,30,220623.0,REPROVADO
1755,73,20000.0,881,9,322.58,NÃO,CLT,SOLTEIRO,6,293404.0,REPROVADO
1756,63,1000.0,748,40,2.76,NÃO,CLT,SOLTEIRO,18,186137.0,REPROVADO
1757,60,1000.0,943,21,844.32,NÃO,AUTÔNOMO,CASADO,38,105793.0,APROVADO
1758,33,7260.56,548,27,490.17,NÃO,CLT,CASADO,1,262033.0,APROVADO
1759,21,18113.62,466,14,2289.56,NÃO,CLT,SOLTEIRO,13,105839.0,REPROVADO
1760,69,1000.0,502,28,41.56,SIM,DESEMPREGADO,CASADO,35,49144.0,APROVADO
1761,54,13087.92,294,6,44.16,NÃO,CLT,CASADO,27,158200.0,APROVADO
1762,71,1000.0,284,33,2170.45,NÃO,AUTÔNOMO,SOLTEIRO,37,185573.0,REPROVADO
1763,38,1000.0,408,31,135.41,SIM,DESEMPREGADO,DIVORCIADO,2,43213.0,APROVADO
1764,31,1000.0,871,1,2.16,NÃO,CLT,SOLTEIRO,28,192004.0,APROVADO
1765,48,13800.94,984,25,197.13,SIM,AUTÔNOMO,SOLTEIRO,26,118554.0,APROVADO
1766,72,17230.72,317,10,1736.57,NÃO,CLT,SOLTEIRO,2,186088.0,APROVADO
1767,65,1000.0,389,24,1623.1,NÃO,AUTÔNOMO,SOLTEIRO,29,142034.0,REPROVADO
1768,35,16489.14,521,18,415.72,NÃO,CLT,CASADO,17,213837.0,APROVADO
1769,24,5330.31,736,19,1102.71,NÃO,DESEMPREGADO,SOLTEIRO,7,154540.0,APROVADO
1770,27,1000.0,845,32,707.75,SIM,CLT,CASADO,9,258840.0,APROVADO
1771,24,1000.0,481,16,2351.09,NÃO,CLT,CASADO,21,236054.0,APROVADO
1772,50,6596.69,255,29,58.08,NÃO,AUTÔNOMO,CASADO,23,216173.0,REPROVADO
1773,40,20000.0,920,17,1677.61,NÃO,CLT,CASADO,2,291380.0,APROVADO
1774,38,2710.48,757,31,187.05,NÃO,CLT,CASADO,13,35859.0,APROVADO
1775,36,1000.0,846,39,496.96,NÃO,CLT,SOLTEIRO,23,287185.0,APROVADO
1776,65,1000.0,593,3,213.14,NÃO,CLT,SOLTEIRO,26,147485.0,REPROVADO
1777,78,20000.0,914,31,1212.73,NÃO,CLT,SOLTEIRO,33,178885.0,REPROVADO
1778,36,20000.0,795,18,1134.22,NÃO,AUTÔNOMO,SOLTEIRO,30,127152.0,APROVADO
1779,53,8041.84,807,2,793.85,NÃO,CLT,SOLTEIRO,26,299855.0,REPROVADO
1780,46,20000.0,785,37,1197.87,NÃO,CLT,CASADO,28,290414.0,REPROVADO
1781,77,6478.61,837,27,1020.44,NÃO,AUTÔNOMO,CASADO,28,66881.0,APROVADO
1782,35,1000.0,335,37,1498.08,NÃO,CLT,SOLTEIRO,11,50987.0,REPROVADO
1783,19,13103.2,950,5,273.66,NÃO,CLT,SOLTEIRO,13,191396.0,REPROVADO
1784,18,1000.0,719,39,560.21,NÃO,CLT,SOLTEIRO,26,101898.0,APROVADO
1785,64,1000.0,591,16,164.43,SIM,CLT,SOLTEIRO,1,42682.0,REPROVADO
1786,22,17432.91,314,4,561.41,NÃO,CLT,CASADO,36,270773.0,REPROVADO
1787,37,19116.03,703,18,1209.63,SIM,CLT,SOLTEIRO,17,134620.0,REPROVADO
1788,28,1000.0,521,34,1175.68,NÃO,CLT,SOLTEIRO,12,164851.0,APROVADO
1789,59,1000.0,669,21,1235.9,NÃO,CLT,SOLTEIRO,8,15911.0,REPROVADO
1790,80,1000.0,901,23,369.28,NÃO,CLT,SOLTEIRO,28,150603.0,APROVADO
1791,19,1000.0,839,9,1085.34,NÃO,CLT,SOLTEIRO,9,229105.0,REPROVADO
1792,20,11530.25,904,1,458.02,NÃO,DESEMPREGADO,SOLTEIRO,19,237958.0,APROVADO
1793,40,2961.04,587,27,2891.23,NÃO,CLT,CASADO,36,273732.0,REPROVADO
1794,72,20000.0,983,40,420.63,NÃO,CLT,SOLTEIRO,28,293976.0,REPROVADO
1795,29,8345.47,219,36,923.86,NÃO,CLT,CASADO,5,101063.0,REPROVADO
1796,37,1000.0,245,16,1386.88,NÃO,CLT,CASADO,40,150910.0,REPROVADO
1797,22,1000.0,820,5,2368.8,SIM,CLT,SOLTEIRO,25,191918.0,APROVADO
1798,54,5589.3,321,4,576.13,NÃO,CLT,SOLTEIRO,21,120378.0,APROVADO
1799,55,1000.0,420,38,447.05,NÃO,CLT,SOLTEIRO,37,60007.0,REPROVADO
1800,47,1000.0,584,6,562.17,NÃO,CLT,SOLTEIRO,25,81179.0,REPROVADO
1801,26,1000.0,341,31,391.11,NÃO,CLT,SOLTEIRO,16,270508.0,APROVADO
1802,51,1000.0,691,3,1061.1,NÃO,CLT,CASADO,0,171008.0,REPROVADO
1803,70,1000.0,695,20,2698.84,NÃO,CLT,SOLTEIRO,30,19848.0,REPROVADO
1804,61,1000.0,575,31,134.76,NÃO,CLT,CASADO,8,183172.0,REPROVADO
1805,52,20000.0,722,17,823.08,NÃO,CLT,DIVORCIADO,25,39902.0,APROVADO
1806,69,20000.0,637,32,2279.34,NÃO,AUTÔNOMO,CASADO,5,114020.0,REPROVADO
1807,75,20000.0,769,13,105.49,SIM,CLT,CASADO,1,134932.0,REPROVADO
1808,39,2202.94,315,5,680.95,NÃO,CLT,SOLTEIRO,26,68015.0,REPROVADO
1809,61,7424.65,744,10,2004.18,SIM,CLT,CASADO,0,291135.0,REPROVADO
1810,41,20000.0,883,19,2307.12,SIM,CLT,SOLTEIRO,29,147660.0,APROVADO
1811,34,1000.0,678,28,722.27,SIM,CLT,DIVORCIADO,17,121757.0,APROVADO
1812,27,18113.38,801,34,25.27,NÃO,CLT,CASADO,33,267202.0,APROVADO
1813,47,20000.0,635,15,111.65,NÃO,CLT,SOLTEIRO,20,88214.0,APROVADO
1814,73,1000.0,659,6,883.62,NÃO,DESEMPREGADO,CASADO,0,80894.0,APROVADO
